checked_outputs,family,format,free_after_bytes,free_before_bytes,host_complete_median_ms,host_complete_p95_ms,k,kernel_median_ms,kernel_p95_ms,log,logical_flops,logical_k,logical_n,m,max_abs_quant_error,measured_flops,measured_n,n,operand_b_bytes,output,padded_k,padded_n,path,samples,scale_b_bytes,threadblock_tile_flops_estimate,weight_pack_ms,weight_upload_ms,workspace_basis,workspace_bytes
12,attn_k,nvfp4,33093058560,33099350016,0.555661,0.5734,5120,0.026016,0.027776,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,302.1,0.168009,cutlass_get_workspace_size,0
12,attn_k,nvfp4,33093058560,33099350016,0.024376000000000002,0.033824,5120,0.013712,0.014272,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.1,0.168009,no_explicit_workspace,0
12,attn_k,mxfp4,33093058560,33099350016,0.517854,0.53125,5120,0.026208000000000002,0.03424,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,274.049,0.181174,cutlass_get_workspace_size,0
12,attn_k,mxfp4,33093058560,33099350016,0.0302925,0.033543,5120,0.012448,0.015008,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,274.049,0.181174,no_explicit_workspace,0
,attn_k,bf16,,,0.020222499999999997,0.034846,5120,0.009871999999999999,0.019232,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.0,10485760,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.020919,0.033153,5120,0.010768,0.01216,.cache/task019/real-matrix/core/attn_k-m1.log,10485760,5120,1024,1,0.283203,1310720,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.44919,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33082572800,33099350016,505.4125,505.614,5120,0.035696,0.04112,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.3125,10737418240,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,10737418240,300.576,0.209247,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33082572800,33099350016,0.0246065,0.036299,5120,0.01344,0.015168,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,300.576,0.209247,no_explicit_workspace,0
72,attn_k,mxfp4,33082572800,33099350016,485.164,486.401,5120,0.03496,0.03968,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.460938,10737418240,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,10737418240,274.279,0.185423,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33082572800,33099350016,0.025668999999999997,0.033794,5120,0.01272,0.015072,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,274.279,0.185423,no_explicit_workspace,0
,attn_k,bf16,,,0.672569,0.681524,5120,0.061008,0.062752,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.0,10737418240,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.520108,0.531,5120,0.020752,0.028608,.cache/task019/real-matrix/core/attn_k-m1024.log,10737418240,5120,1024,1024,0.404297,1342177280,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.45343,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33093058560,33099350016,63.445499999999996,63.7885,5120,0.026528000000000003,0.036352,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.3125,1342177280,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,302.009,0.179622,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33093058560,33099350016,0.025194,0.030578,5120,0.014016,0.018464,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.009,0.179622,no_explicit_workspace,0
72,attn_k,mxfp4,33093058560,33099350016,60.8191,60.8411,5120,0.026864,0.029696,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.460938,1342177280,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,275.228,0.166705,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33093058560,33099350016,0.0247625,0.033263,5120,0.013968000000000001,0.018912,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,275.228,0.166705,no_explicit_workspace,0
,attn_k,bf16,,,0.12271850000000001,0.1371,5120,0.01656,0.020224,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.0,1342177280,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.0979515,0.11073,5120,0.014592,0.017824,.cache/task019/real-matrix/core/attn_k-m128.log,1342177280,5120,1024,128,0.283203,167772160,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.43516,,no_user_workspace_library_internal_in_free_after,0
24,attn_k,nvfp4,33093058560,33099350016,1.06181,1.07118,5120,0.026896,0.03632,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.3125,20971520,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,300.731,0.17376,cutlass_get_workspace_size,0
24,attn_k,nvfp4,33093058560,33099350016,0.029766,0.033865,5120,0.012608000000000001,0.016448,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,300.731,0.17376,no_explicit_workspace,0
24,attn_k,mxfp4,33093058560,33099350016,0.9999750000000001,1.03103,5120,0.026384,0.027712,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.460938,20971520,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,277.057,0.170324,cutlass_get_workspace_size,0
24,attn_k,mxfp4,33093058560,33099350016,0.024321000000000002,0.03153,5120,0.013776,0.015168,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,277.057,0.170324,no_explicit_workspace,0
,attn_k,bf16,,,0.0219215,0.034215,5120,0.009184000000000001,0.010976,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.0,20971520,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.040397,0.052399,5120,0.022896,0.032224,.cache/task019/real-matrix/core/attn_k-m2.log,20971520,5120,1024,2,0.283203,2621440,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.42893,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33090961408,33099350016,126.679,126.775,5120,0.030416,0.033312,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.378906,2684354560,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,2684354560,303.026,0.174171,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33090961408,33099350016,0.024316,0.033383,5120,0.012944,0.014464,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.378906,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,303.026,0.174171,no_explicit_workspace,0
72,attn_k,mxfp4,33090961408,33099350016,121.37899999999999,121.434,5120,0.027743999999999998,0.036992,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.460938,2684354560,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,2684354560,274.875,0.181044,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33090961408,33099350016,0.0256235,0.033433,5120,0.013824,0.014944,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,274.875,0.181044,no_explicit_workspace,0
,attn_k,bf16,,,0.20378249999999998,0.213786,5120,0.02744,0.033568,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.0,2684354560,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.152796,0.170243,5120,0.016624,0.02208,.cache/task019/real-matrix/core/attn_k-m256.log,2684354560,5120,1024,256,0.283203,335544320,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.42834,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33093058560,33099350016,15.90765,15.9282,5120,0.02656,0.036608,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.3125,335544320,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,302.211,0.171386,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33093058560,33099350016,0.025003,0.032662,5120,0.013888000000000001,0.019072,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.211,0.171386,no_explicit_workspace,0
72,attn_k,mxfp4,33093058560,33099350016,15.2293,15.2722,5120,0.026928,0.028896,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.460938,335544320,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,274.214,0.160706,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33093058560,33099350016,0.024852,0.032411,5120,0.013776,0.015488,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,274.214,0.160706,no_explicit_workspace,0
,attn_k,bf16,,,0.043538,0.056366,5120,0.010128,0.020928,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.0,335544320,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.037171499999999996,0.061596,5120,0.007792,0.022944,.cache/task019/real-matrix/core/attn_k-m32.log,335544320,5120,1024,32,0.300781,41943040,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.43514,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33088864256,33099350016,252.687,253.004,5120,0.031392,0.038496,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.3125,5368709120,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,5368709120,302.61,0.177527,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33088864256,33099350016,0.024472,0.036199,5120,0.012816000000000001,0.013504,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.61,0.177527,no_explicit_workspace,0
72,attn_k,mxfp4,33088864256,33099350016,242.49200000000002,242.673,5120,0.031632,0.033344,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.460938,5368709120,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,5368709120,275.171,0.166105,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33088864256,33099350016,0.0244665,0.037121,5120,0.012816000000000001,0.013984,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,275.171,0.166105,no_explicit_workspace,0
,attn_k,bf16,,,0.364062,0.371295,5120,0.03432,0.037984,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.0,5368709120,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.275128,0.283298,5120,0.013552,0.015616,.cache/task019/real-matrix/core/attn_k-m512.log,5368709120,5120,1024,512,0.296875,671088640,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.43136,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33093058560,33099350016,31.72235,31.7517,5120,0.026352,0.027616,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.359375,671088640,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,302.421,0.175032,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33093058560,33099350016,0.0244415,0.030559,5120,0.013936,0.015328,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.359375,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.421,0.175032,no_explicit_workspace,0
72,attn_k,mxfp4,33093058560,33099350016,30.44535,30.4817,5120,0.026383999999999998,0.036224,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.460938,671088640,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,275.375,0.16387,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33093058560,33099350016,0.030186499999999998,0.030989,5120,0.01256,0.018976,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,275.375,0.16387,no_explicit_workspace,0
,attn_k,bf16,,,0.0809095,0.089601,5120,0.016608,0.018816,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.0,671088640,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.06343950000000001,0.072679,5120,0.014992,0.016448,.cache/task019/real-matrix/core/attn_k-m64.log,671088640,5120,1024,64,0.283203,83886080,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.43424,,no_user_workspace_library_internal_in_free_after,0
72,attn_k,nvfp4,33093058560,33099350016,4.048945,4.05979,5120,0.026416000000000002,0.02704,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.3125,83886080,1024,1024,2621440,BF16,5120,1024,native_gemm,20,327680,1342177280,302.138,0.170234,cutlass_get_workspace_size,0
72,attn_k,nvfp4,33093058560,33099350016,0.024281,0.030478,5120,0.013824,0.014656,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.3125,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,327680,,302.138,0.170234,no_explicit_workspace,0
72,attn_k,mxfp4,33093058560,33099350016,3.88056,3.89183,5120,0.027472,0.03696,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.460938,83886080,1024,1024,2621440,BF16,5120,1024,native_gemm,20,163840,1342177280,275.003,0.162199,cutlass_get_workspace_size,0
72,attn_k,mxfp4,33093058560,33099350016,0.025769,0.034145,5120,0.013744,0.014752,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.460938,10485760,1024,1024,2621440,BF16,5120,1024,same_weight_bf16_gemv,20,163840,,275.003,0.162199,no_explicit_workspace,0
,attn_k,bf16,,,0.02354,0.031851,5120,0.008368,0.013856,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.0,83886080,1024,1024,10485760,BF16,5120,1024,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_k,q4g64,,,0.022779,0.033183,5120,0.007935999999999999,0.013504,.cache/task019/real-matrix/core/attn_k-m8.log,83886080,5120,1024,8,0.283203,10485760,128,1024,327680,BF16,5120,1024,bounded_unpack_gemm,20,20480,,1.41942,,no_user_workspace_library_internal_in_free_after,0
12,attn_out,nvfp4,33080475648,33099350016,0.641915,0.655646,6144,0.030112,0.03072,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.386719,62914560,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,8053063680,1811.38,1.0053,cutlass_get_workspace_size,0
12,attn_out,nvfp4,33080475648,33099350016,0.0627495,0.072217,6144,0.050783999999999996,0.056576,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.386719,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1811.38,1.0053,no_explicit_workspace,0
12,attn_out,mxfp4,33080475648,33099350016,0.607049,0.624847,6144,0.030080000000000003,0.040416,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,8053063680,1652.76,0.945677,cutlass_get_workspace_size,0
12,attn_out,mxfp4,33080475648,33099350016,0.068871,0.075242,6144,0.051168000000000005,0.054496,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1652.76,0.945677,no_explicit_workspace,0
,attn_out,bf16,,,0.029622000000000002,0.03642,6144,0.01816,0.01984,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.0,62914560,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.021331,0.032341,6144,0.010864,0.012416,.cache/task019/real-matrix/core/attn_out-m1.log,62914560,6144,5120,1,0.4375,1572864,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.7065,,no_user_workspace_library_internal_in_free_after,0
72,attn_out,nvfp4,33042726912,33099350016,593.0875000000001,594.561,6144,0.066304,0.074176,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.703125,64424509440,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,64424509440,1811.51,1.00182,cutlass_get_workspace_size,0
72,attn_out,nvfp4,33042726912,33099350016,0.062313,0.075284,6144,0.050464,0.05632,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.703125,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1811.51,1.00182,no_explicit_workspace,0
72,attn_out,mxfp4,33044824064,33099350016,568.6335,571.008,6144,0.065264,0.07248,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.6875,64424509440,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,64424509440,1654.02,0.959624,cutlass_get_workspace_size,0
72,attn_out,mxfp4,33044824064,33099350016,0.06823499999999999,0.078679,6144,0.051024,0.053792,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1654.02,0.959624,no_explicit_workspace,0
,attn_out,bf16,,,1.479525,1.50007,6144,0.288608,0.299712,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.0,64424509440,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.609939,0.62053,6144,0.022240000000000003,0.0248,.cache/task019/real-matrix/core/attn_out-m1024.log,64424509440,6144,5120,1024,0.4375,1610612736,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.7288,,no_user_workspace_library_internal_in_free_after,0
72,attn_out,nvfp4,33074184192,33099350016,73.99860000000001,74.1503,6144,0.030176,0.038784,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.511719,8053063680,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,8053063680,1809.96,0.999219,cutlass_get_workspace_size,0
72,attn_out,nvfp4,33074184192,33099350016,0.068851,0.074852,6144,0.05118399999999999,0.056288,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.511719,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1809.96,0.999219,no_explicit_workspace,0
72,attn_out,mxfp4,33074184192,33099350016,71.4383,71.47,6144,0.030432,0.031616,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.6875,8053063680,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,8053063680,1650.7,0.955446,cutlass_get_workspace_size,0
72,attn_out,mxfp4,33074184192,33099350016,0.06370600000000001,0.075855,6144,0.05128,0.057824,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1650.7,0.955446,no_explicit_workspace,0
,attn_out,bf16,,,0.235598,0.245436,6144,0.050848,0.055424,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.0,8053063680,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.1060715,0.119947,6144,0.016191999999999998,0.018944,.cache/task019/real-matrix/core/attn_out-m128.log,8053063680,6144,5120,128,0.4375,201326592,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.72409,,no_user_workspace_library_internal_in_free_after,0
24,attn_out,nvfp4,33080475648,33099350016,1.2046350000000001,1.21891,6144,0.03008,0.038112,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.511719,125829120,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,8053063680,1809.75,1.00112,cutlass_get_workspace_size,0
24,attn_out,nvfp4,33080475648,33099350016,0.068755,0.075023,6144,0.051152,0.052416,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.511719,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1809.75,1.00112,no_explicit_workspace,0
24,attn_out,mxfp4,33080475648,33099350016,1.136135,1.15211,6144,0.030016,0.03072,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.6875,125829120,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,8053063680,1653.09,1.00795,cutlass_get_workspace_size,0
24,attn_out,mxfp4,33080475648,33099350016,0.063009,0.072528,6144,0.051008,0.057952,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1653.09,1.00795,no_explicit_workspace,0
,attn_out,bf16,,,0.034019499999999994,0.048131,6144,0.018175999999999998,0.02752,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.0,125829120,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.043733,0.055236,6144,0.026768,0.034432,.cache/task019/real-matrix/core/attn_out-m2.log,125829120,6144,5120,2,0.4375,3145728,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.71985,,no_user_workspace_library_internal_in_free_after,0
72,attn_out,nvfp4,33065795584,33099350016,148.261,148.447,6144,0.036048,0.04496,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.619141,16106127360,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,16106127360,1810.79,1.0207,cutlass_get_workspace_size,0
72,attn_out,nvfp4,33065795584,33099350016,0.0622775,0.077798,6144,0.050816,0.054912,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.619141,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1810.79,1.0207,no_explicit_workspace,0
72,attn_out,mxfp4,33067892736,33099350016,142.42200000000003,142.793,6144,0.03096,0.04048,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.6875,16106127360,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,16106127360,1653.54,0.963321,cutlass_get_workspace_size,0
72,attn_out,mxfp4,33067892736,33099350016,0.06857550000000001,0.075173,6144,0.051424,0.057664,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1653.54,0.963321,no_explicit_workspace,0
,attn_out,bf16,,,0.413155,0.419627,6144,0.080992,0.08368,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.0,16106127360,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.182326,0.195221,6144,0.0148,0.016768,.cache/task019/real-matrix/core/attn_out-m256.log,16106127360,6144,5120,256,0.4375,402653184,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.77059,,no_user_workspace_library_internal_in_free_after,0
72,attn_out,nvfp4,33078378496,33099350016,18.70635,18.7366,6144,0.030463999999999998,0.039072,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.570312,2013265920,5120,5120,15728640,BF16,6144,5120,native_gemm,20,1966080,8053063680,1808.7,0.981865,cutlass_get_workspace_size,0
72,attn_out,nvfp4,33078378496,33099350016,0.06739800000000001,0.07378,6144,0.051199999999999996,0.056512,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.570312,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,1966080,,1808.7,0.981865,no_explicit_workspace,0
72,attn_out,mxfp4,33080475648,33099350016,17.8646,17.8902,6144,0.030224,0.0312,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.6875,2013265920,5120,5120,15728640,BF16,6144,5120,native_gemm,20,983040,8053063680,1652.55,0.943463,cutlass_get_workspace_size,0
72,attn_out,mxfp4,33080475648,33099350016,0.06306,0.074181,6144,0.050848,0.056928,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.6875,62914560,5120,5120,15728640,BF16,6144,5120,same_weight_bf16_gemv,20,983040,,1652.55,0.943463,no_explicit_workspace,0
,attn_out,bf16,,,0.08097850000000001,0.096834,6144,0.022016,0.035584,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.0,2013265920,5120,5120,62914560,BF16,6144,5120,library_gemm,20,0,,0.0,,no_user_workspace_library_internal_in_free_after,0
,attn_out,q4g64,,,0.041939000000000004,0.058542,6144,0.008064,0.02144,.cache/task019/real-matrix/core/attn_out-m32.log,2013265920,6144,5120,32,0.4375,50331648,128,5120,393216,BF16,6144,5120,bounded_unpack_gemm,20,24576,,1.73805,,no_user_workspace_library_internal_in_free_after,0
